domain	r_domain
jackedthoughts.com	com.jackedthoughts
blidworthandravensheadsurgery.co.uk	uk.co.blidworthandravensheadsurgery
hatenadiary.com	com.hatenadiary
hairgrowthpills.com	com.hairgrowthpills
yhb.online	online.yhb
verywellhealth.com	com.verywellhealth
dietpills-watchdog.com	com.dietpills-watchdog
women-info.com	com.women-info
dunntastic.com	com.dunntastic
najms.org	org.najms
licespies.com	com.licespies
innovativepublication.com	com.innovativepublication
alzinfo.org	org.alzinfo
hairlossreviewcentre.com	com.hairlossreviewcentre
alexanderstreet.com	com.alexanderstreet
thebrain101.com	com.thebrain101
jennifercarynbrand.com	com.jennifercarynbrand
myfootshop.com	com.myfootshop
polysyllabicprofundities.com	com.polysyllabicprofundities
deliaorganics.com	com.deliaorganics
migraineurmagazine.com	com.migraineurmagazine
lifesworkpt.com	com.lifesworkpt
howtogetridofapimplefast.org	org.howtogetridofapimplefast
vascepahcp.com	com.vascepahcp
physio.co.uk	uk.co.physio
pursueahealthyyou.com	com.pursueahealthyyou
exercise-physiology.com.au	au.com.exercise-physiology
babygogo.in	in.babygogo
bestskincare101.com	com.bestskincare101
eshcarmel.org	org.eshcarmel
itsnotfingrocketscience.com	com.itsnotfingrocketscience
babygaga.com	com.babygaga
herbalyug.com	com.herbalyug
wellnessmeetsreality.com	com.wellnessmeetsreality
instructables.com	com.instructables
transplantecapilar.pt	pt.transplantecapilar
englishlearningway.ml	ml.englishlearningway
lucidatreatment.com	com.lucidatreatment
castcoverz.com	com.castcoverz
active-chiro.co.uk	uk.co.active-chiro
licetec.com.au	au.com.licetec
myluminette.com	com.myluminette
yoga-nadi.com	com.yoga-nadi
globalnews.ca	ca.globalnews
fastactingdiets.com	com.fastactingdiets
brutusbroth.com	com.brutusbroth
thestuffofsuccess.com	com.thestuffofsuccess
arizonahealthspot.org	org.arizonahealthspot
spirefm.co.uk	uk.co.spirefm
zuri.in	in.zuri
mercola.com	com.mercola
mylifeunexpected.co.uk	uk.co.mylifeunexpected
ppadocs.com	com.ppadocs
triouradventure.com	com.triouradventure
dietvsdisease.org	org.dietvsdisease
walmart.com	com.walmart
rosswalter.com.au	au.com.rosswalter
subbly.co	co.subbly
skincareshop.info	info.skincareshop
myfamilyhealthguide.com	com.myfamilyhealthguide
health-cares.net	net.health-cares
micellebiopharma.com	com.micellebiopharma
novanutritions.com	com.novanutritions
northviewortho.com	com.northviewortho
sureraw.tk	tk.sureraw
cnbc.com	com.cnbc
xenca.com	com.xenca
crystalstreetchiro.com	com.crystalstreetchiro
clinicalnews.org	org.clinicalnews
allwriters.info	info.allwriters
wetheparents.org	org.wetheparents
kendallprimarycare.com	com.kendallprimarycare
asthmaallergydoctors.com	com.asthmaallergydoctors
nutraingredients-usa.com	com.nutraingredients-usa
baselift.co.uk	uk.co.baselift
dbsatennessee.org	org.dbsatennessee
thehealingarc.com	com.thehealingarc
kandrac-kole.com	com.kandrac-kole
healthshare.com.au	au.com.healthshare
liebermanpeds.com	com.liebermanpeds
sydneymobileexercisephysiologists.com.au	au.com.sydneymobileexercisephysiologists
dermla.com	com.dermla
shorthillseye.com	com.shorthillseye
santehnika-persey.ru	ru.santehnika-persey
exercisinginnerstrength.co.uk	uk.co.exercisinginnerstrength
rxmed.com	com.rxmed
miraclesuperblue.com	com.miraclesuperblue
autoimmunearthriticsystemiclife.com	com.autoimmunearthriticsystemiclife
onlinegenericpill.com	com.onlinegenericpill
emediahealth.com	com.emediahealth
healing.news	news.healing
arthritis.yoga	yoga.arthritis
meditativehealth.com	com.meditativehealth
baxterbulletin.com	com.baxterbulletin
familyfirstfootcare.com	com.familyfirstfootcare
hyper-info.com	com.hyper-info
rediscoverdairy.co.za	za.co.rediscoverdairy
boutiquedababr3.xyz	xyz.boutiquedababr3
lilasdogcare.com	com.lilasdogcare
thebeauty4ashes.com	com.thebeauty4ashes
positivemed.com	com.positivemed
bidproposalform.com	com.bidproposalform
thrivemarket.com	com.thrivemarket
thebestorganicskincare.com	com.thebestorganicskincare
burbankfootcare.com	com.burbankfootcare
acnemanage.com	com.acnemanage
highlakeshealthcare.com	com.highlakeshealthcare
dineachook.com.au	au.com.dineachook
neodoctoarticles.com	com.neodoctoarticles
advancedboneandjoint.com	com.advancedboneandjoint
drgreene.com	com.drgreene
worldnewsstand.net	net.worldnewsstand
bostontestosterone.com	com.bostontestosterone
windhorsenaturopathic.com	com.windhorsenaturopathic
durolane.com	com.durolane
shallowcogitations.com	com.shallowcogitations
top20remedies.com	com.top20remedies
jointhealthguide.org	org.jointhealthguide
howtoendhairloss.com	com.howtoendhairloss
peaandthepodchiropractic.com	com.peaandthepodchiropractic
expertomega3.es	es.expertomega3
sunildahiya.com	com.sunildahiya
uofmhealth.org	org.uofmhealth
anxiety-disorders.com	com.anxiety-disorders
rochester.edu	edu.rochester
verilymag.com	com.verilymag
medimply.com	com.medimply
armageddonmedicine.net	net.armageddonmedicine
marylandfootandanklectr.com	com.marylandfootandanklectr
readingontheweb.com	com.readingontheweb
foodallergy.org	org.foodallergy
infootdocs.com	com.infootdocs
chiropracticassociates.org	org.chiropracticassociates
migraine.com	com.migraine
beautyniverse.com	com.beautyniverse
petcarerx.com	com.petcarerx
eltorocc.com	com.eltorocc
istfp.org	org.istfp
yoga-teacher-training.org	org.yoga-teacher-training
myb2b.ml	ml.myb2b
maximumwellbeing.com	com.maximumwellbeing
curefacts.com	com.curefacts
lagunabeachplasticsurgeon.com	com.lagunabeachplasticsurgeon
amtaromatic.com	com.amtaromatic
fertilust.com	com.fertilust
naturesone.com	com.naturesone
pcos.com	com.pcos
thetrp.net	net.thetrp
cyto-matrix.com	com.cyto-matrix
bestbets.org	org.bestbets
berkeleywellness.com	com.berkeleywellness
livestrong.com	com.livestrong
healthfuze.com	com.healthfuze
clemson.edu	edu.clemson
drallegrasapothecary.com	com.drallegrasapothecary
homeremediesforlife.com	com.homeremediesforlife
lifesdha.com	com.lifesdha
babymed.com	com.babymed
ontrackdiabetes.com	com.ontrackdiabetes
shecares.com	com.shecares
iodine.com	com.iodine
healthyhispanicliving.com	com.healthyhispanicliving
ebscohost.com	com.ebscohost
spintaxplrarticles.com	com.spintaxplrarticles
infobarrel.com	com.infobarrel
adventisthealthcare.com	com.adventisthealthcare
curehacks.com	com.curehacks
huggies.co.nz	nz.co.huggies
ovarian-cysts-pcos.com	com.ovarian-cysts-pcos
tripod.com	com.tripod
healthroot.com	com.healthroot
treehousepedi.com	com.treehousepedi
spadet.com	com.spadet
cancersolutions.news	news.cancersolutions
clutchprep.com	com.clutchprep
cyclingcme.com	com.cyclingcme
impactofhairloss.be	be.impactofhairloss
myeczemateam.com	com.myeczemateam
beautyhealth.tips	tips.beautyhealth
top10homeremedies.com	com.top10homeremedies
marketmanila.com	com.marketmanila
necessaryfiction.com	com.necessaryfiction
humanvitaminhealth.com	com.humanvitaminhealth
moonchat.in	in.moonchat
harvard.edu	edu.harvard
kidshealth.org	org.kidshealth
asiaone.com	com.asiaone
orlandohairtransplant.org	org.orlandohairtransplant
waytoskinny.com	com.waytoskinny
senvie.com	com.senvie
gardavita.com	com.gardavita
plos.org	org.plos
stellaandchan.com	com.stellaandchan
40dayfruitfast.com	com.40dayfruitfast
drardyceyik.com	com.drardyceyik
bankixsystems.com	com.bankixsystems
naturalfoodsmkt.com	com.naturalfoodsmkt
slickwellness.com	com.slickwellness
styletips101.com	com.styletips101
tools4noobs.com	com.tools4noobs
wonderopolis.org	org.wonderopolis
acne.org	org.acne
medicpdf.com	com.medicpdf
smarterlifestyle.net	net.smarterlifestyle
bulknutrients.com.au	au.com.bulknutrients
purenuffstuff.co.uk	uk.co.purenuffstuff
chiropractorcedarpark.net	net.chiropractorcedarpark
dietitian.com	com.dietitian
coppercompression.com	com.coppercompression
hotjapanesebabes.com	com.hotjapanesebabes
clinical-practice-and-epidemiology-in-mental-health.com	com.clinical-practice-and-epidemiology-in-mental-health
thegringogourmet.com	com.thegringogourmet
bewellchiro.ca	ca.bewellchiro
embracingdepression.org	org.embracingdepression
thefooddictator.com	com.thefooddictator
viraluck.com	com.viraluck
drcarney.com	com.drcarney
telegraph.co.uk	uk.co.telegraph
zulmetli.info	info.zulmetli
nostigmas.org	org.nostigmas
willardsfarmzlt.ml	ml.willardsfarmzlt
naturalpath.net	net.naturalpath
allysian.com	com.allysian
wddty.com	com.wddty
biomedsearch.com	com.biomedsearch
herlifeinspired.com	com.herlifeinspired
northyorkfootcareclinic.com	com.northyorkfootcareclinic
scribd.com	com.scribd
medichecks.com	com.medichecks
ashburtonhaven.co.uk	uk.co.ashburtonhaven
medbroadcast.com	com.medbroadcast
vitsupp.com	com.vitsupp
dovepress.com	com.dovepress
superfoodblog.co.uk	uk.co.superfoodblog
allergyweb.com	com.allergyweb
counselling-directory.org.uk	uk.org.counselling-directory
drmyhill.co.uk	uk.co.drmyhill
ourfutureisgreen.co.uk	uk.co.ourfutureisgreen
alignbodyclinic.co.uk	uk.co.alignbodyclinic
westoverhillsortho.com	com.westoverhillsortho
safehavenchiropractic.com	com.safehavenchiropractic
gyanunlimited.com	com.gyanunlimited
embarrassingproducts.com	com.embarrassingproducts
kipdf.com	com.kipdf
fascinatesci.com	com.fascinatesci
circuloycb.com	com.circuloycb
footankleinstitute.com	com.footankleinstitute
guidescroll.com	com.guidescroll
drmirkin.com	com.drmirkin
human-fertility.com	com.human-fertility
ninjabetic.com	com.ninjabetic
abphysiotherapy.com.au	au.com.abphysiotherapy
americanmentalhealth.com	com.americanmentalhealth
wyeastblog.org	org.wyeastblog
petelawrieblog.com	com.petelawrieblog
greenweddingshowcase.com	com.greenweddingshowcase
fitnessflavours.com	com.fitnessflavours
linode.com	com.linode
cambridge.org	org.cambridge
ocard.info	info.ocard
endwoo.tk	tk.endwoo
healthy.net	net.healthy
drformulas.com	com.drformulas
betterlifewholefoods.com	com.betterlifewholefoods
epainassist.com	com.epainassist
injuryanprevention.com	com.injuryanprevention
amoghdesai.com	com.amoghdesai
chaosandcandidness.com	com.chaosandcandidness
desiblog.in	in.desiblog
healthline.com	com.healthline
quantumday.com	com.quantumday
magnesiumforhealth.com	com.magnesiumforhealth
awomensclub.com	com.awomensclub
nef2.com	com.nef2
lifeextensionretail.com	com.lifeextensionretail
allmedicaldiseases.com	com.allmedicaldiseases
silverwolfnutrition.com	com.silverwolfnutrition
2obgyn.com	com.2obgyn
fieldtex-gateway.com	com.fieldtex-gateway
medicalxpress.com	com.medicalxpress
redbankchiropractor.com	com.redbankchiropractor
nutritionfacts.org	org.nutritionfacts
worldbizconference.com	com.worldbizconference
veganotic.cz	cz.veganotic
inapub.co.uk	uk.co.inapub
nutrilifetips.com	com.nutrilifetips
supartzfx.com	com.supartzfx
diabetes-natural.com	com.diabetes-natural
zicam.com	com.zicam
learnitin5.com	com.learnitin5
thehealthcoach1.com	com.thehealthcoach1
neat-news.com	com.neat-news
holisticprimarycare.net	net.holisticprimarycare
anniesremedy.com	com.anniesremedy
stmarysgalaxy.com	com.stmarysgalaxy
mmarmedical.com	com.mmarmedical
techbello.ml	ml.techbello
contac.com	com.contac
capriesemurray.com	com.capriesemurray
milkproduction.com	com.milkproduction
afcurgentcaremalden.com	com.afcurgentcaremalden
naturecity.com	com.naturecity
kenreedauction.com	com.kenreedauction
physiciansresearch.ca	ca.physiciansresearch
farmhousedelivery.com	com.farmhousedelivery
organicnutrition.co.uk	uk.co.organicnutrition
healthiguide.com	com.healthiguide
ovariancystmiracle.com	com.ovariancystmiracle
progressivehealth.com	com.progressivehealth
jolieblogs.com	com.jolieblogs
medthical.com	com.medthical
theissnscoop.com	com.theissnscoop
healthguidenet.com	com.healthguidenet
mvtvwireless.com	com.mvtvwireless
primalherb.com	com.primalherb
migrainestop.com	com.migrainestop
howstuffworks.com	com.howstuffworks
naturesfoodcenter.com	com.naturesfoodcenter
diyremedies.org	org.diyremedies
gather-mag.com	com.gather-mag
livinghealthysupply.com	com.livinghealthysupply
toppricedrugs-7.com	com.toppricedrugs-7
ingrownhair.ca	ca.ingrownhair
fishiq.info	info.fishiq
inashoe.com	com.inashoe
three-little-pitties.com	com.three-little-pitties
naturalarthritistreatments.net	net.naturalarthritistreatments
dlogle.co.uk	uk.co.dlogle
dobbsferrypharmacy.com	com.dobbsferrypharmacy
carolinafootcare.net	net.carolinafootcare
guavahealth.co.uk	uk.co.guavahealth
naturalremedyfordepression.org	org.naturalremedyfordepression
200hrsyogattc.com	com.200hrsyogattc
wartremovaltreatments.org	org.wartremovaltreatments
getthebutters.com	com.getthebutters
probioticdigest.com	com.probioticdigest
pharmacypedia.org	org.pharmacypedia
babajiskriyayoga.net	net.babajiskriyayoga
x4fact.com	com.x4fact
lhazeenpress.bt	bt.lhazeenpress
anxietyexit.com	com.anxietyexit
mindbody7.com	com.mindbody7
fineyog.com	com.fineyog
liceclinicsmckinney.com	com.liceclinicsmckinney
canceractive.com	com.canceractive
skincareguide.com	com.skincareguide
konanaturalfoods.net	net.konanaturalfoods
shooshatrue.com	com.shooshatrue
nootropicshome.com	com.nootropicshome
allhealth.com.au	au.com.allhealth
medindia.net	net.medindia
thrivedrips.com	com.thrivedrips
lerdorf.com	com.lerdorf
menfertility.org	org.menfertility
thehairlossguide.com	com.thehairlossguide
vitalhealthrecipes.com	com.vitalhealthrecipes
medicinalplantsanduses.com	com.medicinalplantsanduses
authorityhealthmag.com	com.authorityhealthmag
markacleveland.com	com.markacleveland
thedoctorwillseeyounow.com	com.thedoctorwillseeyounow
lacedirectory.com	com.lacedirectory
biocentury.com	com.biocentury
alle-net.com	com.alle-net
superseventies.com	com.superseventies
clinicaltrials.gov	gov.clinicaltrials
clevelandclinic.org	org.clevelandclinic
edge7labs.com	com.edge7labs
missionridge.org	org.missionridge
stretchmarskhelp.com	com.stretchmarskhelp
wowwomen.com	com.wowwomen
jamanetwork.com	com.jamanetwork
tosms.co.uk	uk.co.tosms
wartstreatment.org	org.wartstreatment
relieve-migraine-headache.com	com.relieve-migraine-headache
backtothebooknutrition.com	com.backtothebooknutrition
trendydamsels.com	com.trendydamsels
vitaminsupplementsshop.com	com.vitaminsupplementsshop
diningwithoutborders.com	com.diningwithoutborders
mvhigh.org	org.mvhigh
elmhurstfootdoc.com	com.elmhurstfootdoc
awakenmeditationretreats.com	com.awakenmeditationretreats
belleandblaire.com	com.belleandblaire
tompress.co.uk	uk.co.tompress
healthchemist.co.nz	nz.co.healthchemist
bellybelly.com.au	au.com.bellybelly
astrazeneca.com	com.astrazeneca
modernmom.com	com.modernmom
lush.com	com.lush
hashmidawakhana.org	org.hashmidawakhana
fitandfunnow.com	com.fitandfunnow
goop.com	com.goop
hirsutismlab.com	com.hirsutismlab
amacf.org	org.amacf
mdcurrent.in	in.mdcurrent
snowden.co.uk	uk.co.snowden
psychlinks.ca	ca.psychlinks
brainscape.com	com.brainscape
drbradeli.com	com.drbradeli
naturalnews.com	com.naturalnews
forbabycare.com	com.forbabycare
24drs.com	com.24drs
bafree.net	net.bafree
awakened-alchemy.com	com.awakened-alchemy
womenshealthalliance.com	com.womenshealthalliance
essentialoilbenefits.com	com.essentialoilbenefits
pharcima.com	com.pharcima
thebadbackcompany.co.uk	uk.co.thebadbackcompany
calgarynaturopathicdoctor.org	org.calgarynaturopathicdoctor
clickoncare.com	com.clickoncare
musculoskeletalkey.com	com.musculoskeletalkey
s-cell.hk	hk.s-cell
premierfootandanklefl.com	com.premierfootandanklefl
kayawell.com	com.kayawell
home-remedies-and-natural-cures.com	com.home-remedies-and-natural-cures
sinaaromatherapeutics.com	com.sinaaromatherapeutics
obgynmiamifl.com	com.obgynmiamifl
jouwweb.nl	nl.jouwweb
corpina.com	com.corpina
yogaoutlet.com	com.yogaoutlet
longevity.news	news.longevity
16paws.co.uk	uk.co.16paws
eclinpath.com	com.eclinpath
canadianpharm.org	org.canadianpharm
grocery.com	com.grocery
crohnsforum.com	com.crohnsforum
naturalsociety.com	com.naturalsociety
medsnj.com	com.medsnj
modemhelp.net	net.modemhelp
huellacanina.com	com.huellacanina
unboundmedicine.com	com.unboundmedicine
wellrx.com	com.wellrx
upi.com	com.upi
recipetineats.com	com.recipetineats
bestpersonalcarestuff.com	com.bestpersonalcarestuff
kennelcamipato.com	com.kennelcamipato
wellnessworks.in	in.wellnessworks
tackleacne.com	com.tackleacne
dermae.com	com.dermae
source-omega.com	com.source-omega
exusmed.com	com.exusmed
milici.org	org.milici
wcea.education	education.wcea
nefertility.com	com.nefertility
products-weight-loss.info	info.products-weight-loss
eco-supplements.com	com.eco-supplements
sportsmedbracing.com	com.sportsmedbracing
studentals.net	net.studentals
cysticacneonchin.com	com.cysticacneonchin
annabelkarmel.com	com.annabelkarmel
indulgencefestival.com	com.indulgencefestival
pintooskitchen.com	com.pintooskitchen
silambam.asia	asia.silambam
sciencealert.com	com.sciencealert
skinanswer.com	com.skinanswer
ukyankee.com	com.ukyankee
smileherb.biz	biz.smileherb
cameroonbuild.com	com.cameroonbuild
homocysteine.co.uk	uk.co.homocysteine
pilatesfitcambridge.co.uk	uk.co.pilatesfitcambridge
tallmomontherun.com	com.tallmomontherun
hopetocope.com	com.hopetocope
howtoadult.com	com.howtoadult
chiropracticplace.net	net.chiropracticplace
makeupartistschoice.com	com.makeupartistschoice
whale.to	to.whale
precisionorthosports.com	com.precisionorthosports
mangosmarket.com	com.mangosmarket
duct-tape-warts.com	com.duct-tape-warts
pregnancyxp.com	com.pregnancyxp
medworm.com	com.medworm
landyschemist.com	com.landyschemist
thoughtbrochure.com	com.thoughtbrochure
north-american-discounted.com	com.north-american-discounted
growththruchange.com	com.growththruchange
thechildren.com	com.thechildren
psydtraks.com	com.psydtraks
clubsatrivercity.com	com.clubsatrivercity
verywellfamily.com	com.verywellfamily
newrootsherbal.com	com.newrootsherbal
howtostophairloss.net	net.howtostophairloss
holisticmagnets.com	com.holisticmagnets
ipfs.io	io.ipfs
fyple.co.uk	uk.co.fyple
vitasprings.com	com.vitasprings
safebee.com	com.safebee
meituisiwaba.com	com.meituisiwaba
warts.org	org.warts
3steplifestyle.com	com.3steplifestyle
brenchleyandmatfield.co.uk	uk.co.brenchleyandmatfield
brightonpeds.com	com.brightonpeds
capitolrehabofcrofton.com	com.capitolrehabofcrofton
cardiology-doctors.com	com.cardiology-doctors
healthcentral.com	com.healthcentral
bloggerseomaster.ml	ml.bloggerseomaster
yogabreathspecialist.com	com.yogabreathspecialist
simpleyogaathome.com	com.simpleyogaathome
dealwithchronicpain.net	net.dealwithchronicpain
www.nhs.uk	uk.nhs.www
cuoihoi.info	info.cuoihoi
mdm-communications.com	com.mdm-communications
thecamreport.com	com.thecamreport
hairtransplantistanbulturkey.com	com.hairtransplantistanbulturkey
lybrate.com	com.lybrate
skinbibles.com	com.skinbibles
natures-pantryny.com	com.natures-pantryny
solutions4.org	org.solutions4
healthasthma.co	co.healthasthma
migraineheadachestreatment.com	com.migraineheadachestreatment
onhealth.com	com.onhealth
naturalpainreliefmedication.com	com.naturalpainreliefmedication
